,Date,start,Visitor Team,visitorPts,Home Team,homePts,Score Type,OT?,Notes,HomeWin,HomeLastWin,VisitorLastWin
530,2014-01-10,8:00 pm,Miami Heat,95,Brooklyn Nets,104,Box Score,2OT,,True,True,False
531,2014-01-10,10:30 pm,Boston Celtics,97,Golden State Warriors,99,Box Score,,,True,True,False
532,2014-01-10,7:00 pm,Washington Wizards,66,Indiana Pacers,93,Box Score,,,True,True,False
533,2014-01-10,10:30 pm,Los Angeles Lakers,87,Los Angeles Clippers,123,Box Score,,,True,True,False
534,2014-01-10,8:00 pm,Phoenix Suns,99,Memphis Grizzlies,104,Box Score,,,True,True,False
535,2014-01-10,8:30 pm,Chicago Bulls,81,Milwaukee Bucks,72,Box Score,,,False,False,True
536,2014-01-10,8:00 pm,Charlotte Bobcats,92,Minnesota Timberwolves,119,Box Score,,,True,True,False
537,2014-01-10,8:00 pm,Dallas Mavericks,107,New Orleans Pelicans,90,Box Score,,,False,False,True
538,2014-01-10,7:00 pm,Detroit Pistons,114,Philadelphia 76ers,104,Box Score,,,False,False,True
539,2014-01-10,10:00 pm,Orlando Magic,83,Sacramento Kings,103,Box Score,,,True,True,False
540,2014-01-10,9:00 pm,Cleveland Cavaliers,113,Utah Jazz,102,Box Score,,,False,False,True
541,2014-01-11,8:00 pm,Charlotte Bobcats,97,Chicago Bulls,103,Box Score,,,True,True,False
542,2014-01-11,8:30 pm,New Orleans Pelicans,107,Dallas Mavericks,110,Box Score,,,True,True,False
543,2014-01-11,9:00 pm,Orlando Magic,94,Denver Nuggets,120,Box Score,,,True,True,False
544,2014-01-11,7:30 pm,Phoenix Suns,108,Detroit Pistons,110,Box Score,,,True,True,False
545,2014-01-11,8:00 pm,Milwaukee Bucks,85,Oklahoma City Thunder,101,Box Score,,,True,True,False
546,2014-01-11,7:30 pm,New York Knicks,102,Philadelphia 76ers,92,Box Score,,,False,False,True
547,2014-01-11,10:00 pm,Boston Celtics,104,Portland Trail Blazers,112,Box Score,,,True,True,False
548,2014-01-11,7:00 pm,Brooklyn Nets,80,Toronto Raptors,96,Box Score,,,True,True,False
549,2014-01-11,7:00 pm,Houston Rockets,114,Washington Wizards,107,Box Score,,,False,False,True
550,2014-01-12,6:00 pm,Atlanta Hawks,101,Memphis Grizzlies,108,Box Score,,,True,True,False
551,2014-01-12,6:00 pm,Cleveland Cavaliers,80,Sacramento Kings,124,Box Score,,,True,True,False
552,2014-01-12,7:00 pm,Minnesota Timberwolves,86,San Antonio Spurs,104,Box Score,,,True,True,False
553,2014-01-13,7:30 pm,Houston Rockets,104,Boston Celtics,92,Box Score,,,False,False,True
554,2014-01-13,8:00 pm,Washington Wizards,102,Chicago Bulls,88,Box Score,,,False,False,True
555,2014-01-13,8:30 pm,Orlando Magic,88,Dallas Mavericks,107,Box Score,,,True,True,False
556,2014-01-13,8:00 pm,San Antonio Spurs,101,New Orleans Pelicans,95,Box Score,,,False,False,True
557,2014-01-13,7:30 pm,Phoenix Suns,96,New York Knicks,98,Box Score,OT,,True,True,False
558,2014-01-13,7:00 pm,Milwaukee Bucks,94,Toronto Raptors,116,Box Score,,,True,True,False
559,2014-01-13,9:00 pm,Denver Nuggets,103,Utah Jazz,118,Box Score,,,True,True,False
560,2014-01-14,7:00 pm,New York Knicks,98,Charlotte Bobcats,108,Box Score,,,True,True,False
561,2014-01-14,7:00 pm,Sacramento Kings,92,Indiana Pacers,116,Box Score,,,True,True,False
562,2014-01-14,10:30 pm,Cleveland Cavaliers,120,Los Angeles Lakers,118,Box Score,,,False,False,True
563,2014-01-14,8:00 pm,Oklahoma City Thunder,87,Memphis Grizzlies,90,Box Score,,,True,True,False
564,2014-01-15,7:30 pm,Toronto Raptors,83,Boston Celtics,88,Box Score,,,True,True,False
565,2014-01-15,10:30 pm,Denver Nuggets,123,Golden State Warriors,116,Box Score,,,False,False,True
566,2014-01-15,10:30 pm,Dallas Mavericks,127,Los Angeles Clippers,129,Box Score,,,True,True,False
567,2014-01-15,8:00 pm,Memphis Grizzlies,82,Milwaukee Bucks,77,Box Score,,,False,False,True
568,2014-01-15,8:00 pm,Sacramento Kings,111,Minnesota Timberwolves,108,Box Score,,,False,False,True
569,2014-01-15,8:00 pm,Houston Rockets,103,New Orleans Pelicans,100,Box Score,,,False,False,True
570,2014-01-15,7:00 pm,Chicago Bulls,128,Orlando Magic,125,Box Score,3OT,,False,False,True
571,2014-01-15,7:00 pm,Charlotte Bobcats,92,Philadelphia 76ers,95,Box Score,,,True,True,False
572,2014-01-15,9:00 pm,Los Angeles Lakers,114,Phoenix Suns,121,Box Score,,,True,True,False
573,2014-01-15,10:00 pm,Cleveland Cavaliers,96,Portland Trail Blazers,108,Box Score,,,True,True,False
574,2014-01-15,8:00 pm,Utah Jazz,105,San Antonio Spurs,109,Box Score,,,True,True,False
575,2014-01-15,7:00 pm,Miami Heat,97,Washington Wizards,114,Box Score,,,True,True,False
576,2014-01-16,3:00 pm,Brooklyn Nets,127,Atlanta Hawks,110,Box Score,,at London England,False,False,True
577,2014-01-16,9:30 pm,Oklahoma City Thunder,104,Houston Rockets,92,Box Score,,,False,False,True
578,2014-01-16,7:00 pm,New York Knicks,89,Indiana Pacers,117,Box Score,,,True,True,False
579,2014-01-17,7:30 pm,Los Angeles Lakers,107,Boston Celtics,104,Box Score,,,False,False,True
580,2014-01-17,9:00 pm,Cleveland Cavaliers,117,Denver Nuggets,109,Box Score,,,False,False,True
581,2014-01-17,7:30 pm,Utah Jazz,110,Detroit Pistons,89,Box Score,,,False,False,True
582,2014-01-17,8:00 pm,Sacramento Kings,90,Memphis Grizzlies,91,Box Score,,,True,True,False
583,2014-01-17,7:00 pm,Los Angeles Clippers,109,New York Knicks,95,Box Score,,,False,False,True
584,2014-01-17,9:30 pm,Golden State Warriors,121,Oklahoma City Thunder,127,Box Score,,,True,True,False
585,2014-01-17,7:00 pm,Charlotte Bobcats,111,Orlando Magic,101,Box Score,,,False,False,True
586,2014-01-17,7:00 pm,Miami Heat,101,Philadelphia 76ers,86,Box Score,,,False,False,True
587,2014-01-17,9:00 pm,Dallas Mavericks,110,Phoenix Suns,107,Box Score,,,False,False,True
588,2014-01-17,8:30 pm,Portland Trail Blazers,109,San Antonio Spurs,100,Box Score,,,False,False,True
589,2014-01-17,7:00 pm,Minnesota Timberwolves,89,Toronto Raptors,94,Box Score,,,True,True,False
590,2014-01-17,7:00 pm,Chicago Bulls,93,Washington Wizards,96,Box Score,,,True,True,False
591,2014-01-18,7:30 pm,Miami Heat,104,Charlotte Bobcats,96,Box Score,OT,,False,False,True
592,2014-01-18,8:00 pm,Philadelphia 76ers,78,Chicago Bulls,103,Box Score,,,True,True,False
593,2014-01-18,8:30 pm,Portland Trail Blazers,127,Dallas Mavericks,111,Box Score,,,False,False,True
594,2014-01-18,8:00 pm,Milwaukee Bucks,104,Houston Rockets,114,Box Score,,,True,True,False
595,2014-01-18,7:00 pm,Los Angeles Clippers,92,Indiana Pacers,106,Box Score,,,True,True,False
596,2014-01-18,8:00 pm,Utah Jazz,72,Minnesota Timberwolves,98,Box Score,,,True,True,False
597,2014-01-18,8:00 pm,Golden State Warriors,97,New Orleans Pelicans,87,Box Score,,,False,False,True
598,2014-01-18,7:00 pm,Detroit Pistons,104,Washington Wizards,98,Box Score,,,False,False,True
599,2014-01-19,7:00 pm,Sacramento Kings,93,Oklahoma City Thunder,108,Box Score,,,True,True,False
600,2014-01-19,6:00 pm,Boston Celtics,91,Orlando Magic,93,Box Score,,,True,True,False
601,2014-01-19,8:00 pm,Denver Nuggets,103,Phoenix Suns,117,Box Score,,,True,True,False
602,2014-01-19,7:00 pm,Milwaukee Bucks,82,San Antonio Spurs,110,Box Score,,,True,True,False
603,2014-01-19,1:00 pm,Los Angeles Lakers,112,Toronto Raptors,106,Box Score,,,False,False,True
604,2014-01-20,5:30 pm,Miami Heat,114,Atlanta Hawks,121,Box Score,,,True,True,False
605,2014-01-20,2:00 pm,Toronto Raptors,95,Charlotte Bobcats,100,Box Score,,,True,True,False
606,2014-01-20,8:00 pm,Los Angeles Lakers,100,Chicago Bulls,102,Box Score,OT,,True,True,False
607,2014-01-20,1:00 pm,Dallas Mavericks,102,Cleveland Cavaliers,97,Box Score,,,False,False,True
608,2014-01-20,1:00 pm,Los Angeles Clippers,112,Detroit Pistons,103,Box Score,,,False,False,True
609,2014-01-20,10:30 pm,Indiana Pacers,102,Golden State Warriors,94,Box Score,,,False,False,True
610,2014-01-20,8:00 pm,Portland Trail Blazers,113,Houston Rockets,126,Box Score,,,True,True,False
611,2014-01-20,5:00 pm,New Orleans Pelicans,95,Memphis Grizzlies,92,Box Score,,,False,False,True
612,2014-01-20,2:30 pm,Brooklyn Nets,103,New York Knicks,80,Box Score,,,False,False,True
613,2014-01-20,2:00 pm,Philadelphia 76ers,99,Washington Wizards,107,Box Score,,,True,True,False
614,2014-01-21,7:30 pm,Orlando Magic,90,Brooklyn Nets,101,Box Score,,,True,True,False
615,2014-01-21,7:30 pm,Boston Celtics,86,Miami Heat,93,Box Score,,,True,True,False
616,2014-01-21,8:00 pm,Sacramento Kings,114,New Orleans Pelicans,97,Box Score,,,False,False,True
617,2014-01-21,8:00 pm,Portland Trail Blazers,97,Oklahoma City Thunder,105,Box Score,,,True,True,False
618,2014-01-21,9:00 pm,Minnesota Timberwolves,112,Utah Jazz,97,Box Score,,,False,False,True
619,2014-01-22,7:00 pm,Los Angeles Clippers,91,Charlotte Bobcats,95,Box Score,,,True,True,False
620,2014-01-22,7:00 pm,Chicago Bulls,98,Cleveland Cavaliers,87,Box Score,,,False,False,True
621,2014-01-22,8:00 pm,Sacramento Kings,98,Houston Rockets,119,Box Score,,,True,True,False
622,2014-01-22,8:00 pm,Detroit Pistons,101,Milwaukee Bucks,104,Box Score,,,True,True,False
623,2014-01-22,7:30 pm,Philadelphia 76ers,110,New York Knicks,106,Box Score,,,False,False,True
624,2014-01-22,7:00 pm,Atlanta Hawks,112,Orlando Magic,109,Box Score,,,False,False,True
625,2014-01-22,10:30 pm,Indiana Pacers,100,Phoenix Suns,124,Box Score,,,True,True,False
626,2014-01-22,8:00 pm,Oklahoma City Thunder,111,San Antonio Spurs,105,Box Score,,,False,False,True
627,2014-01-22,7:00 pm,Dallas Mavericks,85,Toronto Raptors,93,Box Score,,,True,True,False
628,2014-01-22,7:00 pm,Boston Celtics,113,Washington Wizards,111,Box Score,OT,,False,False,True
629,2014-01-23,8:00 pm,Los Angeles Lakers,102,Miami Heat,109,Box Score,,,True,True,False
630,2014-01-23,10:30 pm,Denver Nuggets,105,Portland Trail Blazers,110,Box Score,,,True,True,False
631,2014-01-24,7:30 pm,San Antonio Spurs,105,Atlanta Hawks,79,Box Score,,,False,False,True
632,2014-01-24,7:30 pm,Oklahoma City Thunder,101,Boston Celtics,83,Box Score,,,False,False,True
633,2014-01-24,7:30 pm,Dallas Mavericks,106,Brooklyn Nets,107,Box Score,,,True,True,False
634,2014-01-24,8:00 pm,Los Angeles Clippers,112,Chicago Bulls,95,Box Score,,,False,False,True
635,2014-01-24,7:30 pm,Milwaukee Bucks,78,Cleveland Cavaliers,93,Box Score,,,True,True,False
636,2014-01-24,7:30 pm,New Orleans Pelicans,103,Detroit Pistons,101,Box Score,,,False,False,True
637,2014-01-24,10:30 pm,Minnesota Timberwolves,121,Golden State Warriors,120,Box Score,,,False,False,True
638,2014-01-24,8:00 pm,Memphis Grizzlies,88,Houston Rockets,87,Box Score,,,False,False,True
639,2014-01-24,7:30 pm,Charlotte Bobcats,96,New York Knicks,125,Box Score,,,True,True,False
640,2014-01-24,7:00 pm,Los Angeles Lakers,105,Orlando Magic,114,Box Score,,,True,True,False
641,2014-01-24,7:00 pm,Toronto Raptors,104,Philadelphia 76ers,95,Box Score,,,False,False,True
642,2014-01-24,9:00 pm,Washington Wizards,101,Phoenix Suns,95,Box Score,,,False,False,True
643,2014-01-24,10:00 pm,Indiana Pacers,116,Sacramento Kings,111,Box Score,OT,,False,False,True
644,2014-01-25,7:00 pm,Chicago Bulls,89,Charlotte Bobcats,87,Box Score,,,False,False,True
645,2014-01-25,9:00 pm,Indiana Pacers,96,Denver Nuggets,109,Box Score,,,True,True,False
646,2014-01-25,8:00 pm,Houston Rockets,81,Memphis Grizzlies,99,Box Score,,,True,True,False
647,2014-01-25,8:30 pm,Atlanta Hawks,112,Milwaukee Bucks,87,Box Score,,,False,False,True
648,2014-01-25,7:30 pm,Oklahoma City Thunder,103,Philadelphia 76ers,91,Box Score,,,False,False,True
649,2014-01-25,10:00 pm,Minnesota Timberwolves,104,Portland Trail Blazers,115,Box Score,,,True,True,False
650,2014-01-25,7:00 pm,Los Angeles Clippers,126,Toronto Raptors,118,Box Score,,,False,False,True
651,2014-01-25,9:00 pm,Washington Wizards,101,Utah Jazz,104,Box Score,,,True,True,False
652,2014-01-26,6:30 pm,Brooklyn Nets,85,Boston Celtics,79,Box Score,,,False,False,True
653,2014-01-26,6:00 pm,Phoenix Suns,99,Cleveland Cavaliers,90,Box Score,,,False,False,True
654,2014-01-26,7:30 pm,Detroit Pistons,106,Dallas Mavericks,116,Box Score,,,True,True,False
655,2014-01-26,9:00 pm,Portland Trail Blazers,88,Golden State Warriors,103,Box Score,,,True,True,False
656,2014-01-26,1:00 pm,San Antonio Spurs,101,Miami Heat,113,Box Score,,,True,True,False
657,2014-01-26,6:00 pm,Orlando Magic,92,New Orleans Pelicans,100,Box Score,,,True,True,False
658,2014-01-26,3:30 pm,Los Angeles Lakers,103,New York Knicks,110,Box Score,,,True,True,False
659,2014-01-26,9:00 pm,Denver Nuggets,125,Sacramento Kings,117,Box Score,,,False,False,True
660,2014-01-27,7:30 pm,Toronto Raptors,104,Brooklyn Nets,103,Box Score,,,False,False,True
661,2014-01-27,8:00 pm,Minnesota Timberwolves,95,Chicago Bulls,86,Box Score,,,False,False,True
662,2014-01-27,8:00 pm,Los Angeles Clippers,114,Milwaukee Bucks,86,Box Score,,,False,False,True
663,2014-01-27,8:00 pm,Atlanta Hawks,109,Oklahoma City Thunder,111,Box Score,,,True,True,False
664,2014-01-27,7:00 pm,Phoenix Suns,124,Philadelphia 76ers,113,Box Score,,,False,False,True
665,2014-01-27,9:00 pm,Sacramento Kings,99,Utah Jazz,106,Box Score,,,True,True,False
666,2014-01-28,7:00 pm,New Orleans Pelicans,100,Cleveland Cavaliers,89,Box Score,,,False,False,True
667,2014-01-28,7:30 pm,Orlando Magic,87,Detroit Pistons,103,Box Score,,,True,True,False
668,2014-01-28,10:30 pm,Washington Wizards,88,Golden State Warriors,85,Box Score,,,False,False,True
669,2014-01-28,8:00 pm,San Antonio Spurs,90,Houston Rockets,97,Box Score,,,True,True,False
670,2014-01-28,10:30 pm,Indiana Pacers,104,Los Angeles Lakers,92,Box Score,,,False,False,True
671,2014-01-28,7:30 pm,Boston Celtics,88,New York Knicks,114,Box Score,,,True,True,False
672,2014-01-28,10:00 pm,Memphis Grizzlies,98,Portland Trail Blazers,81,Box Score,,,False,False,True
673,2014-01-29,7:30 pm,Philadelphia 76ers,95,Boston Celtics,94,Box Score,,,False,False,True
